,ID,N_VICTIMAS,FECHA_x,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,FECHA_FALLECIMIENTO,Dia_de_la_semana
256,20170128,1,2017-10-17,2017,10,17,12,DR. JUAN F. ARANGUREN 611,CALLE,6,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,2017-10-17,Tuesday
257,20170129,1,2017-10-26,2017,10,26,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,9,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57,2017-10-26,Thursday
258,20170130,1,2017-10-27,2017,10,27,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,15,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,23,2017-10-27,Friday
259,20170132,1,2017-10-30,2017,10,30,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23,2017-10-30,Monday
260,20170134,1,2017-11-06,2017,11,6,18,AV. CNEL. ROCA 3555,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,2017-11-06,Monday
261,20170135,1,2017-11-07,2017,11,7,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,15,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,2017-11-07,Tuesday
262,20170136,1,2017-11-16,2017,11,16,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,55,2017-11-16,Thursday
263,20170137,1,2017-11-17,2017,11,17,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,11,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60,2017-11-17,Friday
264,20170138,1,2017-11-19,2017,11,19,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2017-11-19,Sunday
265,20170139,1,2017-11-19,2017,11,19,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,15,2017-11-19,Sunday
266,20170140,1,2017-11-19,2017,11,19,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,2017-11-19,Sunday
267,20170141,1,2017-11-23,2017,11,23,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,6,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,22,2017-11-23,Thursday
268,20170143,1,2017-11-25,2017,11,25,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,11,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,50,2017-11-25,Saturday
269,20170144,1,2017-11-26,2017,11,26,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,50,2017-11-26,Sunday
270,20170145,1,2017-11-26,2017,11,26,17,MAZA Y DON BOSCO,CALLE,5,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,58,2017-11-26,Sunday
271,20170147,1,2017-11-28,2017,11,28,11,AV. GRAL. PAZ Y AV. EVA PERON,AVENIDA,9,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,49,2017-11-28,Tuesday
272,20170148,1,2017-11-29,2017,11,29,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,3,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,82,2017-11-29,Wednesday
273,20170149,1,2017-11-30,2017,11,30,12,AV. PASEO COLON Y MEXICO,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,13,2017-11-30,Thursday
274,20170150,1,2017-12-04,2017,12,4,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,9,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,56,2017-12-04,Monday
275,20170151,1,2017-12-04,2017,12,4,2,VIEYTES Y LUJAN,CALLE,4,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,SD,2017-12-04,Monday
276,20170152,1,2017-12-06,2017,12,6,17,CACHI Y TRAFUL,CALLE,4,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,19,2017-12-06,Wednesday
277,20170153,2,2017-12-11,2017,12,11,2,ROSARIO Y AV. LA PLATA,AVENIDA,6,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2017-12-12,Monday
278,20170153,2,2017-12-11,2017,12,11,2,ROSARIO Y AV. LA PLATA,AVENIDA,6,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,2017-12-12,Monday
279,20170154,1,2017-12-11,2017,12,11,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,76,2017-12-11,Monday
280,20170155,1,2017-12-12,2017,12,12,21,AV. RIVADAVIA 6350,AVENIDA,7,SD-MOTO,SD,MOTO,SD,MASCULINO,77,,Tuesday
281,20170157,1,2017-12-17,2017,12,17,9,AV. GRAL. PAZ Y HUMAITA,AVENIDA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,53,2017-12-17,Sunday
282,20170158,1,2017-12-18,2017,12,18,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AVENIDA,11,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,2017-12-18,Monday
283,20170159,1,2017-12-20,2017,12,20,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27,2017-12-20,Wednesday
284,20170160,1,2017-12-22,2017,12,22,13,AV. NAZCA 365,AVENIDA,7,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30,2017-12-22,Friday
285,20170161,1,2017-12-26,2017,12,26,15,AV. EVA PERON 5249,AVENIDA,9,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,30,2017-12-26,Tuesday
286,20180001,1,2018-01-01,2018,1,1,22,San Juan Av. Y Rincón,AVENIDA,3,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,83,2018-01-02,Monday
287,20180002,1,2018-01-03,2018,1,3,16,Peru 937,CALLE,1,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,26,2018-01-03,Wednesday
288,20180003,1,2018-01-05,2018,1,5,10,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,15,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,58,2018-01-05,Friday
289,20180004,1,2018-01-09,2018,1,9,9,Del Libertador Av. y Manzanares,AVENIDA,13,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,39,2018-01-09,Tuesday
290,20180005,1,2018-01-09,2018,1,9,22,Paseo Colon Av. 1019,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,54,2018-01-09,Tuesday
291,20180006,1,2018-01-10,2018,1,10,21,Valle y Barco Centenera Del,CALLE,6,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,45,2018-01-10,Wednesday
292,20180007,1,2018-01-11,2018,1,11,2,AU Perito Moreno  KM 0.6,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,46,2018-01-11,Thursday
293,20180008,1,2018-01-12,2018,1,12,17,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,32,2018-01-12,Friday
294,20180009,1,2018-01-14,2018,1,14,2,"Pilcomayo y Brown, Alte. Av.",AVENIDA,4,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,19,2018-01-14,Sunday
295,20180010,1,2018-01-18,2018,1,18,5,"Cervantes y Belaustegui, Luis, Dr.",CALLE,10,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,40,2018-01-18,Thursday
296,20180011,1,2018-01-19,2018,1,19,10,Callao y Vte. Lopez,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,2018-01-19,Friday
297,20180012,1,2018-01-26,2018,1,26,13,"Oliden y Chilavert, Martiniano, Coronel",CALLE,8,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,2018-01-26,Friday
298,20180013,1,2018-01-28,2018,1,28,8,Congreso Av. y Galvan,AVENIDA,12,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,44,2018-01-28,Sunday
299,20180014,1,2018-01-31,2018,1,31,20,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,7,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,SD,2018-02-04,Wednesday
300,20180015,2,2018-02-06,2018,2,6,1,Australia Av. 2800,AVENIDA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,2018-02-06,Tuesday
301,20180015,2,2018-02-06,2018,2,6,1,Australia Av. 2800,AVENIDA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,19,2018-02-06,Tuesday
302,20180016,1,2018-02-15,2018,2,15,10,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2018-02-15,Thursday
303,20180017,1,2018-02-17,2018,2,17,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,7,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35,2018-02-20,Saturday
304,20180018,1,2018-02-17,2018,2,17,7,"Isabel La Catolica y Salvadores, Cnel.",CALLE,4,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,2018-02-17,Saturday
305,20180019,1,2018-02-17,2018,2,17,12,Las Heras General Av. y Callao Av.,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,80,2018-02-17,Saturday
306,20180020,1,2018-02-19,2018,2,19,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,2018-02-19,Monday
307,20180021,1,2018-02-22,2018,2,22,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62,2018-02-22,Thursday
308,20180022,1,2018-02-24,2018,2,24,0,"Montes De Oca, Manuel y Olavarria",AVENIDA,4,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,2018-02-24,Saturday
309,20180023,1,2018-02-24,2018,2,24,6,Barco Centenera Del y Rosario,CALLE,6,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28,2018-02-24,Saturday
310,20180024,1,2018-02-28,2018,2,28,23,Alvarez Thomas Av. y Donado,AVENIDA,15,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70,2018-02-28,Wednesday
311,20180025,1,2018-03-04,2018,3,4,22,Av. Avellaneda y Av. Boyacá,AVENIDA,7,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,70,2018-03-05,Sunday
312,20180026,2,2018-03-09,2018,3,9,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,4,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24,2018-03-09,Friday
313,20180026,2,2018-03-09,2018,3,9,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,4,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2018-03-09,Friday
314,20180027,1,2018-03-11,2018,3,11,23,Castro y Rondeau,CALLE,5,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,74,2018-03-11,Sunday
315,20180028,1,2018-03-13,2018,3,13,15,"Bilbao, Francisco Av. y Azul",AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,71,2018-03-13,Tuesday
316,20180029,1,2018-03-15,2018,3,15,18,Nazca Av. y Gaona Av.,AVENIDA,11,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26,2018-03-15,Thursday
317,20180030,1,2018-03-20,2018,3,20,1,Plaza y Alvarez Thomas Av.,AVENIDA,15,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,24,2018-03-20,Tuesday
318,20180031,1,2018-03-28,2018,3,28,10,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2018-03-28,Wednesday
319,20180032,1,2018-04-02,2018,4,2,13,Cabildo Av. y Aguilar,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,70,2018-04-02,Monday
320,20180033,1,2018-04-07,2018,4,7,7,Camarones y Lope De Vega Av.,AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,42,2018-04-10,Saturday
321,20180034,1,2018-04-11,2018,4,11,18,Santa Fe Av. 2320,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24,2018-04-11,Wednesday
322,20180035,1,2018-04-12,2018,4,12,16,Av. Rivadavia 6950,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39,2018-04-12,Thursday
323,20180036,1,2018-04-13,2018,4,13,23,Av. San Martín y Argerich,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,2018-04-15,Friday
324,20180037,1,2018-04-18,2018,4,18,18,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,2,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,84,2018-04-19,Wednesday
325,20180038,2,2018-04-20,2018,4,20,17,AV. RIVADAVIA 1571,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,59,2018-04-20,Friday
326,20180038,2,2018-04-20,2018,4,20,17,AV. RIVADAVIA 1571,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,61,2018-04-20,Friday
327,20180039,1,2018-04-21,2018,4,21,22,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,14,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,37,2018-04-21,Saturday
328,20180040,1,2018-04-27,2018,4,27,11,Ramon Freire y Virrey Olaguer y Feliu,CALLE,13,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,SD,2018-04-27,Friday
329,20180041,1,2018-04-27,2018,4,27,13,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,78,2018-04-27,Friday
330,20180042,1,2018-04-27,2018,4,27,18,BRANDSEN y PERDRIEL,CALLE,4,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,23,2018-04-27,Friday
331,20180043,1,2018-04-28,2018,4,28,6,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,11,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,25,2018-04-29,Saturday
332,20180044,1,2018-04-28,2018,4,28,9,Alberti e Independencia Av.,AVENIDA,3,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,50,2018-04-28,Saturday
333,20180045,1,2018-04-30,2018,4,30,7,Alvarez Thomas Av. 879,AVENIDA,13,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,60,2018-04-30,Monday
334,20180046,1,2018-05-02,2018,5,2,3,Av. Gral. Paz y Av. Rivadavia,AVENIDA,9,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,11,2018-05-02,Wednesday
335,20180047,1,2018-05-08,2018,5,8,19,Av. Corrientes y Av. Dorrego,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,82,2018-05-09,Tuesday
336,20180048,1,2018-05-09,2018,5,9,10,Rivadavia Av. y Pedernera,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,57,2018-05-16,Wednesday
337,20180049,1,2018-05-11,2018,5,11,19,Quesada 2300,CALLE,13,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,40,2018-05-13,Friday
338,20180050,1,2018-05-14,2018,5,14,18,Cabildo Av. y Juramento Av.,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,2018-05-24,Monday
339,20180051,1,2018-05-15,2018,5,15,21,"California y Carbonari, Francisco, Cmte.",CALLE,4,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,57,2018-05-15,Tuesday
340,20180052,1,2018-05-18,2018,5,18,20,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,78,2018-05-19,Friday
341,20180053,1,2018-05-20,2018,5,20,2,San Luis y Aguero,CALLE,3,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,2018-05-20,Sunday
342,20180054,1,2018-05-22,2018,5,22,11,Lugones 2430,CALLE,12,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,86,2018-05-25,Tuesday
343,20180055,1,2018-05-29,2018,5,29,7,Independencia Av. y Jujuy Av.,AVENIDA,3,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2018-05-29,Tuesday
344,20180056,1,2018-06-02,2018,6,2,13,Av. Rivadavia 11050,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,69,2018-06-04,Saturday
345,20180057,1,2018-06-03,2018,6,3,3,Combate De Los Pozos y Humberto 1°,CALLE,3,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,2018-06-04,Sunday
346,20180058,1,2018-06-03,2018,6,3,6,Cordoba Av. y Thames,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26,2018-06-13,Sunday
347,20180059,1,2018-06-08,2018,6,8,6,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,5,MOTO-MOVIL,MOTO,OTRO,CONDUCTOR,MASCULINO,54,2018-06-08,Friday
348,20180060,1,2018-06-08,2018,6,8,12,"Lavalle y Alem, Leandro N. Av.",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51,2018-06-08,Friday
349,20180061,1,2018-06-10,2018,6,10,11,Estados Unidos y Pichincha,CALLE,3,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,51,2018-06-10,Sunday
350,20180062,1,2018-06-14,2018,6,14,1,Rosario y Barco Centenera Del,CALLE,6,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,32,2018-06-14,Thursday
351,20180063,1,2018-06-16,2018,6,16,21,Av. Leandro N. Alem y Viamonte,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,28,2018-06-17,Saturday
352,20180064,1,2018-06-25,2018,6,25,1,Varela Av. y Primera Junta,AVENIDA,7,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,30,2018-06-25,Monday
353,20180065,1,2018-06-26,2018,6,26,17,"Pellegrini, Carlos y Juncal",CALLE,1,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2018-06-26,Tuesday
354,20180066,1,2018-06-28,2018,6,28,11,Av. Corrientes y Av. Federico Lacroze,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73,2018-06-28,Thursday
355,20180067,1,2018-06-29,2018,6,29,16,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,4,PASAJEROS-AUTO,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,81,2018-07-06,Friday
356,20180068,1,2018-07-01,2018,7,1,9,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,7,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2018-07-01,Sunday
357,20180069,1,2018-07-04,2018,7,4,21,"Córdoba Av. 2215

",AVENIDA,2,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,20,2018-07-04,Wednesday
358,20180070,1,2018-07-07,2018,7,7,15,"Estados Unidos y Urquiza, Gral.",CALLE,3,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,2018-07-07,Saturday
359,20180071,1,2018-07-10,2018,7,10,17,Moreno y Av. Huergo,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2018-07-10,Tuesday
360,20180072,1,2018-07-11,2018,7,11,13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,2018-07-13,Wednesday
361,20180073,1,2018-07-11,2018,7,11,15,"Iriarte, Gral. Av. 3400",AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,67,2018-07-11,Wednesday
362,20180074,1,2018-07-14,2018,7,14,6,AV. JUAN B. ALBERDI 2968,AVENIDA,7,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,25,2018-07-14,Saturday
363,20180075,1,2018-07-15,2018,7,15,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,14,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,23,2018-07-15,Sunday
364,20180076,1,2018-07-16,2018,7,16,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,9,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,2018-07-16,Monday
365,20180077,1,2018-07-16,2018,7,16,23,"Urquiza, Gral. y Estados Unidos",CALLE,3,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,58,2018-07-17,Monday
366,20180078,1,2018-07-21,2018,7,21,6,Paraguay y Sánchez De Bustamante,CALLE,2,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,27,2018-07-21,Saturday
367,20180079,1,2018-07-23,2018,7,23,7,"De Los Corrales Av. y Paz, Gral. Av.",AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,SD,2018-07-23,Monday
368,20180080,1,2018-07-25,2018,7,25,22,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,9,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,26,2018-07-25,Wednesday
369,20180081,1,2018-07-29,2018,7,29,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,7,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,35,2018-07-29,Sunday
370,20180082,1,2018-08-01,2018,8,1,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,17,2018-08-01,Wednesday
371,20180083,1,2018-08-02,2018,8,2,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,8,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2018-08-02,Thursday
372,20180084,1,2018-08-03,2018,8,3,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,45,2018-08-03,Friday
373,20180085,2,2018-08-03,2018,8,3,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03,Friday
374,20180085,2,2018-08-03,2018,8,3,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,2018-08-03,Friday
375,20180086,1,2018-08-10,2018,8,10,21,Directorio Av. y Guardia Nacional,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,40,2018-08-10,Friday
376,20180087,1,2018-08-15,2018,8,15,19,Pavon Av. Y Colombres,AVENIDA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,2018-08-20,Wednesday
377,20180088,1,2018-08-17,2018,8,17,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,AVENIDA,12,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2018-08-17,Friday
378,20180089,1,2018-08-17,2018,8,17,17,Pichincha Av. y Brasil,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,2018-08-17,Friday
379,20180090,1,2018-08-18,2018,8,18,10,27 De Febrero Av. y Pergamino,AVENIDA,8,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27,2018-08-18,Saturday
380,20180091,1,2018-08-19,2018,8,19,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19,Sunday
381,20180092,1,2018-08-20,2018,8,20,8,Cordoba Av. y Gascon,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2018-08-20,Monday
382,20180093,1,2018-08-20,2018,8,20,8,15 De Noviembre De 1889 1513,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24,2018-08-20,Monday
383,20180094,1,2018-08-23,2018,8,23,5,"Salguero, Jeronimo y Beruti",CALLE,14,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,32,2018-08-23,Thursday
384,20180095,1,2018-08-26,2018,8,26,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,9,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26,Sunday
385,20180096,1,2018-08-31,2018,8,31,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39,2018-08-31,Friday
386,20180097,1,2018-09-02,2018,9,2,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,8,AUTO-MOVIL,AUTO,OTRO,CONDUCTOR,FEMENINO,35,2018-09-02,Sunday
387,20180098,2,2018-09-09,2018,9,9,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,8,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,55,2018-09-09,Sunday
